Potential applied (V)	WE(1).Current (A)	V vs. RHE	j
		V	mA/cm\+(2)
-0.7025146484375	-8.1512451171875E-7	0.323571350878906	-0.00718804684055335
-0.7049560546875	-1.97509765625E-6	0.32113848203125	-0.0174170869157848
-0.7073974609375	-2.8106689453125E-6	0.318703225585937	-0.0247854404348545
-0.7098388671875	-3.631591796875E-6	0.316267861328125	-0.0320246190200617
-0.7122802734375	-4.3060302734375E-6	0.313831418945312	-0.0379720482666446
-0.7147216796875	-4.931640625E-6	0.3113946171875	-0.0434888944003527
-0.7171630859375	-5.7159423828125E-6	0.308958983398437	-0.0504051356509039
-0.7196044921875	-6.231689453125E-6	0.306521373046875	-0.0549531697806437
-0.7220458984375	-6.732177734375E-6	0.304083650390625	-0.0593666466876102
-0.7244873046875	-7.2418212890625E-6	0.301645995117187	-0.0638608579282407
-0.7269287109375	-7.879638671875E-6	0.299209283203125	-0.0694853498401675
-0.7293701171875	-8.2855224609375E-6	0.296770864257812	-0.0730645719659392
-0.7318115234375	-8.6700439453125E-6	0.294332288085937	-0.0764554139798281
-0.7342529296875	-9.0606689453125E-6	0.291893756835937	-0.0799000788828263
-0.7366943359375	-9.5062255859375E-6	0.289455629882812	-0.0838291497878086
-0.7391357421875	-9.747314453125E-6	0.287015998046875	-0.0859551539076279
-0.7415771484375	-1.02020263671875E-5	0.284577938476562	-0.0899649591462743
-0.7440185546875	-1.04217529296875E-5	0.282138149414062	-0.0919025831542108
-0.7464599609375	-1.08734130859375E-5	0.279700067382812	-0.0958854769483025
-0.7489013671875	-1.10870361328125E-5	0.277260233398437	-0.0977692780671296
-0.7513427734375	-1.13739013671875E-5	0.274820938476562	-0.100298953855269
-0.7537841796875	-1.17156982421875E-5	0.272382047851562	-0.103313035645392
-0.7562255859375	-1.19873046875E-5	0.269942640625	-0.105708154210758
-0.7586669921875	-1.23870849609375E-5	0.267504176757812	-0.109233553447421
-0.7611083984375	-1.25457763671875E-5	0.265063938476562	-0.110632948564264
-0.7635498046875	-1.2701416015625E-5	0.262623677734375	-0.112005432236552
-0.7659912109375	-1.319580078125E-5	0.26018591015625	-0.116365086254409
-0.7684326171875	-1.3287353515625E-5	0.257745177734375	-0.117172429591049
-0.7708740234375	-1.35498046875E-5	0.255305703125	-0.119486813822751
-0.7733154296875	-1.37115478515625E-5	0.252865487304687	-0.120913120384149
-0.7757568359375	-1.4044189453125E-5	0.250426529296875	-0.123846467840608
-0.7781982421875	-1.4276123046875E-5	0.247986830078125	-0.125891737626764
-0.7806396484375	-1.4410400390625E-5	0.245546412109375	-0.127075841187169
-0.7830810546875	-1.47064208984375E-5	0.243107184570312	-0.129686251308973
-0.7855224609375	-1.47918701171875E-5	0.240666407226562	-0.130439771756504
-0.7879638671875	-1.50054931640625E-5	0.238226573242187	-0.132323572875331
-0.7904052734375	-1.53717041015625E-5	0.235787862304687	-0.135552946221892
-0.7928466796875	-1.544189453125E-5	0.23334697265625	-0.136171909446649
-0.7952880859375	-1.56982421875E-5	0.230907453125	-0.138432470789242
-0.7977294921875	-1.591796875E-5	0.2284676640625	-0.140370094797178
-0.8001708984375	-1.60797119140625E-5	0.226027448242187	-0.141796401358576
-0.8026123046875	-1.62200927734375E-5	0.223587075195312	-0.143034327808091
-0.8050537109375	-1.63543701171875E-5	0.221146657226562	-0.144218431368496
-0.8074951171875	-1.66168212890625E-5	0.218707182617187	-0.146532815600198
-0.8099365234375	-1.685791015625E-5	0.21626755078125	-0.148658819720018
-0.8123779296875	-1.68853759765625E-5	0.213826346679687	-0.14890102272101
-0.8148193359375	-1.72027587890625E-5	0.211387276367187	-0.151699812954696
-0.8172607421875	-1.7333984375E-5	0.2089468359375	-0.152857005070547
-0.8197021484375	-1.74713134765625E-5	0.206506440429687	-0.154068020075507
-0.8221435546875	-1.7584228515625E-5	0.204065865234375	-0.15506374352403
-0.8245849609375	-1.78466796875E-5	0.201626390625	-0.157378127755732
-0.8270263671875	-1.79962158203125E-5	0.199186084960937	-0.158696788538911
-0.8294677734375	-1.81640625E-5	0.1967459140625	-0.160176917989418
-0.8319091796875	-1.834716796875E-5	0.19430585546875	-0.161791604662698
-0.8343505859375	-1.846923828125E-5	0.19186534765625	-0.162868062444885
-0.8367919921875	-1.86859130859375E-5	0.189425536132812	-0.164778775008267
-0.8392333984375	-1.8707275390625E-5	0.186984287109375	-0.16496715512015
-0.8416748046875	-1.8963623046875E-5	0.184544767578125	-0.167227716462743
-0.8441162109375	-1.910400390625E-5	0.18210439453125	-0.168465642912257
-0.8465576171875	-1.92291259765625E-5	0.179663909179687	-0.169569012138999
-0.8489990234375	-1.937255859375E-5	0.17722355859375	-0.170833850033069
-0.8514404296875	-1.96502685546875E-5	0.174784196289062	-0.173282791487544
-0.8538818359375	-1.968994140625E-5	0.17234308203125	-0.173632640266755
-0.8563232421875	-1.98883056640625E-5	0.169903135742187	-0.175381884162809
-0.8587646484375	-2.0062255859375E-5	0.167463009765625	-0.176915836502425
-0.8612060546875	-2.021484375E-5	0.1650227265625	-0.178261408730159
-0.8636474609375	-2.0257568359375E-5	0.162581634765625	-0.178638168953924
-0.8660888671875	-2.05413818359375E-5	0.160142317382812	-0.181140933297509
-0.8685302734375	-2.0758056640625E-5	0.157702505859375	-0.183051645860891
-0.8709716796875	-2.0703125E-5	0.1552606953125	-0.182567239858907
-0.8734130859375	-2.100830078125E-5	0.15282153515625	-0.185258384314374
-0.8758544921875	-2.1099853515625E-5	0.150380802734375	-0.186065727651014
-0.8782958984375	-2.12615966796875E-5	0.147940586914062	-0.187492034212412
