Potential applied (V)	WE(1).Potential (V)	WE(1).Current (A)
0.102386474609375	0.10272216796875	7.11059570312506E-06
0.104827880859375	0.105316162109375	7.08007812499994E-06
0.107269287109375	0.107635498046875	7.11059570312506E-06
0.109710693359375	0.110076904296875	7.14111328125003E-06
0.112152099609375	0.112518310546875	3.87573242187494E-07
0.114593505859375	0.114990234375	4.24194335937503E-07
0.117034912109375	0.117523193359375	4.57763671875E-07
0.119476318359375	0.119903564453125	4.91333007812497E-07
0.121917724609375	0.1224365234375	5.15747070312503E-07
0.124359130859375	0.12481689453125	5.59387207031251E-07
0.126800537109375	0.12725830078125	5.859375E-07
0.129241943359375	0.129669189453125	6.0699462890625E-07
0.131683349609375	0.132110595703125	6.35681152343751E-07
0.134124755859375	0.13458251953125	6.56738281249999E-07
0.136566162109375	0.137054443359375	6.976318359375E-07
0.139007568359375	0.139434814453125	7.159423828125E-07
0.141448974609375	0.141937255859375	7.366943359375E-07
0.143890380859375	0.1444091796875	7.5775146484375E-07
0.146331787109375	0.14678955078125	7.763671875E-07
0.148773193359375	0.149200439453125	7.9254150390625E-07
0.151214599609375	0.151763916015625	8.0230712890625E-07
0.153656005859375	0.154205322265625	8.28857421875E-07
0.156097412109375	0.15679931640625	8.447265625E-07
0.158538818359375	0.1591796875	8.6273193359375E-07
0.160980224609375	0.161651611328125	8.7310791015625E-07
0.163421630859375	0.16400146484375	8.88671875E-07
0.165863037109375	0.166534423828125	9.0972900390625E-07
0.168304443359375	0.1689453125	9.27734375E-07
0.170745849609375	0.17132568359375	9.417724609375E-07
0.173187255859375	0.173828125	9.5672607421875E-07
0.175628662109375	0.17633056640625	9.6466064453125E-07
0.178070068359375	0.178741455078125	9.77783203125E-07
0.180511474609375	0.18115234375	9.99755859375E-07
0.182952880859375	0.183685302734375	1.01470947265625E-06
0.185394287109375	0.18603515625	1.02935791015625E-06
0.187835693359375	0.18841552734375	1.0357666015625E-06
0.190277099609375	0.19085693359375	1.0516357421875E-06
0.192718505859375	0.193328857421875	1.07452392578125E-06
0.195159912109375	0.195709228515625	1.08978271484375E-06
0.197601318359375	0.1982421875	1.1053466796875E-06
0.200042724609375	0.200653076171875	1.114501953125E-06
0.202484130859375	0.20318603515625	1.13037109375E-06
0.204925537109375	0.20556640625	1.146240234375E-06
0.207366943359375	0.2080078125	1.16790771484375E-06
0.209808349609375	0.210479736328125	1.18316650390625E-06
0.212249755859375	0.21295166015625	1.19842529296875E-06
0.214691162109375	0.21533203125	1.2109375E-06
0.217132568359375	0.21771240234375	1.2255859375E-06
0.219573974609375	0.220245361328125	1.2432861328125E-06
0.222015380859375	0.222686767578125	1.26220703125E-06
0.224456787109375	0.225250244140625	1.28021240234375E-06
0.226898193359375	0.227630615234375	1.29638671875E-06
0.229339599609375	0.230010986328125	1.31591796875E-06
0.231781005859375	0.232452392578125	1.33392333984375E-06
0.234222412109375	0.234893798828125	1.35345458984375E-06
0.236663818359375	0.23736572265625	1.37603759765625E-06
0.239105224609375	0.23980712890625	1.39556884765625E-06
0.241546630859375	0.242279052734375	1.41693115234375E-06
0.243988037109375	0.244781494140625	1.4361572265625E-06
0.246429443359375	0.247161865234375	1.46209716796875E-06
0.248870849609375	0.249664306640625	1.48345947265625E-06
0.251312255859375	0.2520751953125	1.5045166015625E-06
0.253753662109375	0.2545166015625	1.53106689453125E-06
0.256195068359375	0.256927490234375	1.55426025390625E-06
0.258636474609375	0.259368896484375	1.5777587890625E-06
0.261077880859375	0.261810302734375	1.60369873046875E-06
0.263519287109375	0.264373779296875	1.63177490234375E-06
0.265960693359375	0.26666259765625	1.65618896484375E-06
0.268402099609375	0.269195556640625	1.6839599609375E-06
0.270843505859375	0.2716064453125	1.7120361328125E-06
0.273284912109375	0.274078369140625	1.73980712890625E-06
0.275726318359375	0.2764892578125	1.76971435546875E-06
0.278167724609375	0.278961181640625	1.8017578125E-06
0.280609130859375	0.28143310546875	1.8341064453125E-06
0.283050537109375	0.2838134765625	1.86614990234375E-06
0.285491943359375	0.286376953125	1.9000244140625E-06
0.287933349609375	0.28875732421875	1.9329833984375E-06
0.290374755859375	0.29119873046875	1.97509765625E-06
0.292816162109375	0.29364013671875	2.01019287109375E-06
0.295257568359375	0.296051025390625	2.04345703125E-06
0.297698974609375	0.29852294921875	2.081298828125E-06
0.300140380859375	0.301025390625	2.122802734375E-06
0.302581787109375	0.303436279296875	2.1551513671875E-06
0.305023193359375	0.305877685546875	2.19329833984375E-06
0.307464599609375	0.308380126953125	2.235107421875E-06
0.309906005859375	0.310821533203125	2.2821044921875E-06
0.312347412109375	0.313232421875	2.3284912109375E-06
0.314788818359375	0.315643310546875	2.371826171875E-06
0.317230224609375	0.318115234375	2.4176025390625E-06
0.319671630859375	0.32061767578125	2.4615478515625E-06
0.322113037109375	0.323089599609375	2.49908447265625E-06
0.324554443359375	0.32550048828125	2.5433349609375E-06
0.326995849609375	0.327911376953125	2.5946044921875E-06
0.329437255859375	0.330413818359375	2.64862060546875E-06
0.331878662109375	0.332855224609375	2.70294189453125E-06
0.334320068359375	0.33526611328125	2.7484130859375E-06
0.336761474609375	0.337738037109375	2.802734375E-06
0.339202880859375	0.34027099609375	2.85400390625E-06
0.341644287109375	0.34271240234375	2.906494140625E-06
0.344085693359375	0.345123291015625	2.947998046875E-06
0.346527099609375	0.347503662109375	3.0023193359375E-06
0.348968505859375	0.3499755859375	3.0572509765625E-06
0.351409912109375	0.352386474609375	3.1146240234375E-06
0.353851318359375	0.354949951171875	3.1707763671875E-06
0.356292724609375	0.3572998046875	3.23211669921875E-06
0.358734130859375	0.35986328125	3.29010009765625E-06
0.361175537109375	0.362274169921875	3.34716796875E-06
0.363616943359375	0.36468505859375	3.4100341796875E-06
0.366058349609375	0.3671875	3.470458984375E-06
0.368499755859375	0.36962890625	3.53179931640625E-06
0.370941162109375	0.3720703125	3.5888671875E-06
0.373382568359375	0.37451171875	3.643798828125E-06
0.375823974609375	0.376953125	3.7066650390625E-06
0.378265380859375	0.379486083984375	3.76495361328125E-06
0.380706787109375	0.381927490234375	3.826904296875E-06
0.383148193359375	0.38427734375	3.88763427734375E-06
0.385589599609375	0.38677978515625	3.95050048828125E-06
0.388031005859375	0.3892822265625	4.01580810546875E-06
0.390472412109375	0.39166259765625	4.0777587890625E-06
0.392913818359375	0.394134521484375	4.14215087890625E-06
0.395355224609375	0.3966064453125	4.205322265625E-06
0.397796630859375	0.399139404296875	4.2669677734375E-06
0.400238037109375	0.4014892578125	4.3304443359375E-06
0.402679443359375	0.40399169921875	4.38873291015625E-06
0.405120849609375	0.4063720703125	4.456787109375E-06
0.407562255859375	0.40887451171875	4.52423095703125E-06
0.410003662109375	0.411376953125	4.58984375E-06
0.412445068359375	0.41375732421875	4.6502685546875E-06
0.414886474609375	0.416168212890625	4.71710205078125E-06
0.417327880859375	0.418701171875	4.7845458984375E-06
0.419769287109375	0.421112060546875	4.8565673828125E-06
0.422210693359375	0.423583984375	4.915771484375E-06
0.424652099609375	0.426055908203125	4.984130859375E-06
0.427093505859375	0.428497314453125	5.052490234375E-06
0.429534912109375	0.43096923828125	5.1165771484375E-06
0.431976318359375	0.433349609375	5.18951416015625E-06
0.434417724609375	0.435882568359375	5.257568359375E-06
0.436859130859375	0.4383544921875	5.32745361328125E-06
0.439300537109375	0.44073486328125	5.40191650390625E-06
0.441741943359375	0.4432373046875	5.47149658203125E-06
0.444183349609375	0.445648193359375	5.5413818359375E-06
0.446624755859375	0.448150634765625	5.61431884765625E-06
0.449066162109375	0.450592041015625	5.6903076171875E-06
0.451507568359375	0.45306396484375	5.76263427734375E-06
0.453948974609375	0.4554443359375	5.833740234375E-06
0.456390380859375	0.457977294921875	5.91552734375E-06
0.458831787109375	0.460418701171875	5.9930419921875E-06
0.461273193359375	0.462799072265625	6.06964111328125E-06
0.463714599609375	0.46435546875	6.1492919921875E-06
0.466156005859375	0.466827392578125	6.2347412109375E-06
0.468597412109375	0.4693603515625	6.3201904296875E-06
0.471038818359375	0.471710205078125	6.4056396484375E-06
0.473480224609375	0.47418212890625	6.4910888671875E-06
0.475921630859375	0.47674560546875	6.585693359375E-06
0.478363037109375	0.47906494140625	6.67724609375E-06
0.480804443359375	0.48150634765625	6.7718505859375E-06
0.483245849609375	0.483978271484375	6.8634033203125E-06
0.485687255859375	0.486358642578125	6.9610595703125E-06
0.488128662109375	0.488861083984375	7.061767578125E-06
0.490570068359375	0.491302490234375	7.159423828125E-06
0.493011474609375	0.493743896484375	7.2601318359375E-06
0.495452880859375	0.496246337890625	7.3760986328125E-06
0.497894287109375	0.49871826171875	7.489013671875E-06
0.500335693359375	0.501068115234375	7.6019287109375E-06
0.502777099609375	0.50347900390625	7.7178955078125E-06
0.505218505859375	0.505950927734375	7.84912109375E-06
0.507659912109375	0.508331298828125	7.977294921875E-06
0.510101318359375	0.510772705078125	8.111572265625E-06
0.512542724609375	0.5133056640625	8.2611083984375E-06
0.514984130859375	0.51568603515625	8.4136962890625E-06
