Time (s)	WE(1).Potential (V)
0.144738	0.00301208496093749
0.4458996	0.00301513671875001
0.6921607	0.00301513671875001
0.9577528	0.00301208496093749
1.2077301	0.003009033203125
1.4577113	0.0030029296875
1.7076885	0.00299682617187499
1.9576691	0.00299072265625
2.2076503	0.00298461914062501
2.4576288	0.002978515625
2.7076301	0.0029754638671875
2.9576642	0.00296936035156251
3.223283	0.0029632568359375
3.4732411	0.0029571533203125
3.7231523	0.00295104980468749
3.9731318	0.0029449462890625
4.2231128	0.00293579101562499
4.4731166	0.0029266357421875
4.7230744	0.00292358398437501
4.9730731	0.00291748046875
5.2230888	0.00290832519531251
5.4730858	0.0029022216796875
5.7230448	0.0028961181640625
5.9886691	0.00289001464843749
6.2385742	0.0028839111328125
6.4885539	0.00287475585937499
6.7385339	0.00286865234375
6.9885347	0.00286254882812501
7.2384947	0.0028533935546875
7.4884759	0.00284423828124999
7.7384939	0.002838134765625
7.9885392	0.00282897949218749
8.2384648	0.0028228759765625
8.4884849	0.00281372070312499
8.7383723	0.0028076171875
8.9883532	0.00279846191406249
9.2383546	0.002789306640625
9.4883329	0.0027801513671875
9.7382915	0.00277099609375001
9.988275	0.0027587890625
10.2383467	0.0027496337890625
10.4882728	0.00274047851562501
10.7539511	0.0027313232421875
11.0038179	0.00272216796874999
11.253796	0.0027130126953125
11.5037987	0.002703857421875
11.7537561	0.00269470214843751
12.0037528	0.0026824951171875
12.253736	0.00267333984375
12.5036957	0.00266418457031251
12.7537707	0.002655029296875
13.0036956	0.002642822265625
13.2693876	0.00263061523437499
13.5192408	0.00262451171875
13.7692177	0.0026123046875
14.0191976	0.00260314941406251
14.2691983	0.002593994140625
14.5191568	0.00258483886718749
14.769154	0.00257263183593751
15.0191169	0.0025604248046875
15.26923	0.0025482177734375
15.5191166	0.00253906249999999
15.7847229	0.00252380371093749
16.0346603	0.0025146484375
16.2846443	0.00250244140625
16.5346209	0.00249328613281249
16.7846	0.00248107910156251
17.0345797	0.002471923828125
17.2845595	0.002459716796875
17.534561	0.00244750976562499
17.7846366	0.00243530273437501
18.0345389	0.0024261474609375
18.2845178	0.0024139404296875
18.5344586	0.00240478515625001
18.784441	0.002392578125
19.0344192	0.00238037109375
19.284416	0.00237121582031249
19.5343821	0.00235900878906251
19.7829168	0.0023468017578125
20.0328573	0.0023345947265625
20.2829321	0.0023223876953125
20.5484938	0.00231323242187501
20.7984421	0.002301025390625
21.0484006	0.002288818359375
21.2983802	0.002276611328125
21.5483603	0.00226440429687499
21.7983573	0.00225219726562501
22.0483421	0.002239990234375
22.2983156	0.002227783203125
22.5482809	0.00221862792968749
22.7983213	0.00220642089843751
23.0639572	0.00219116210937501
23.3138433	0.002178955078125
23.5638228	0.0021697998046875
23.8138028	0.002154541015625
24.0637825	0.00214538574218751
24.3137631	0.0021331787109375
24.5637875	0.00211486816406251
24.8138297	0.0021026611328125
25.0637021	0.002093505859375
25.3136982	0.0020782470703125
25.5793075	0.00206909179687501
25.8292655	0.00205383300781251
26.0792463	0.0020416259765625
26.3292267	0.002032470703125
26.5792058	0.0020172119140625
26.8291849	0.00200500488281249
27.079212	0.001995849609375
27.3292569	0.001983642578125
27.5791255	0.001971435546875
27.8292183	0.0019561767578125
28.0790843	0.00194702148437501
28.3290645	0.001934814453125
28.5790455	0.001922607421875
28.8290281	0.001910400390625
29.0790049	0.00189819335937499
29.3289836	0.00188293457031249
29.5789645	0.00187072753906251
29.8289837	0.0018585205078125
30.0789228	0.0018463134765625
30.328942	0.0018341064453125
30.5788825	0.00182189941406249
30.8288838	0.00180969238281251
31.0788428	0.0017974853515625
31.3288227	0.0017852783203125
31.5788036	0.0017730712890625
31.8288433	0.0017578125
32.0788027	0.0017425537109375
32.3287808	0.00173034667968749
32.5787219	0.00171813964843751
32.8287023	0.0017059326171875
33.0786824	0.0016937255859375
33.328683	0.0016815185546875
33.5786425	0.001666259765625
33.8286216	0.00165405273437499
34.0786226	0.00164184570312501
34.3286987	0.001629638671875
34.5786058	0.001617431640625
34.82858	0.001605224609375
35.0785215	0.0015899658203125
35.3285224	0.00157775878906249
35.5784798	0.00156555175781251
35.8284601	0.00155029296875001
36.0784401	0.0015380859375
36.3284224	0.00152587890625
36.5784156	0.001513671875
36.8284187	0.00150146484374999
37.0784729	0.00148620605468749
37.3284563	0.00147399902343751
37.5783194	0.00145874023437501
37.8282999	0.001446533203125
38.0782791	0.001434326171875
38.3282799	0.001422119140625
38.5782395	0.00140991210937499
38.8282187	0.00139465332031249
39.0782388	0.001385498046875
39.3438407	0.0013702392578125
39.5938229	0.00135498046875
39.8438027	0.0013427734375
40.0937417	0.0013275146484375
40.3437221	0.0013153076171875
40.5937227	0.001300048828125
40.8436828	0.00128784179687499
41.0936826	0.00127563476562501
41.3436424	0.001263427734375
41.5936635	0.001251220703125
41.84364	0.0012359619140625
42.0936192	0.0012237548828125
42.3436002	0.00120849609375
42.5935424	0.00119628906249999
42.8435203	0.00118103027343749
43.0935031	0.00116882324218751
43.3434798	0.0011566162109375
43.5934594	0.001141357421875
43.8434404	0.001129150390625
44.0934606	0.001116943359375
44.3435158	0.0011016845703125
44.5934913	0.00108947753906249
